"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES"
"USC00106152","MOSCOW U OF I, ID US","1989-01","3.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1989-02","1.18",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1989-03","4.11",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1989-04","1.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1989-05","2.85",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1989-06","1.46",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1989-07","0.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1989-08","5.03",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1989-09","1.01",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1989-10","2.17",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1989-11","2.90",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1989-12","1.56",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-01","4.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-02","1.28",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-03","1.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-04","3.70",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-05","4.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-06","1.63",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-07","0.70",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-08","1.12",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-09","0.05",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-10","4.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-11","3.99",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1990-12","1.57",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-01","2.10",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-02","1.43",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-03","3.03",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-04","2.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-05","4.32",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-06","2.68",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-07","0.60",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-08","0.18",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-09","0.16",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-10","0.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-11","4.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1991-12","1.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-01","2.67",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-02","2.94",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-03","0.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-04","3.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-05","0.58",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-06","1.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-07","1.73",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-08","2.43",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-09","2.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-10","0.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-11","3.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1992-12","1.48",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-01","1.59",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-02","0.85",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-03","2.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-04","5.17",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-05","2.46",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-06","1.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-07","2.69",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-08","0.73",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-09","0.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-10","1.59",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-11","1.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1993-12","2.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-01","2.42",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-02","1.32",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-03","1.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-04","2.58",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-05","2.16",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-06","1.68",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-07","0.10",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-08","0.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-09","0.64",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-10","4.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-11","4.26",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1994-12","3.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-01","3.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-02","2.64",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-03","3.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-04","2.26",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-05","1.38",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-06","3.56",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-07","1.16",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-08","1.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-09","1.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-10","3.24",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-11","5.55",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1995-12","4.26",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-01","4.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-02","6.09",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-03","1.83",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-04","5.70",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-05","3.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-06","0.69",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-07","0.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-08","0.09",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-09","1.29",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-10","3.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-11","4.09",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1996-12","6.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-01","4.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-02","2.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-03","3.55",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-04","5.12",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-05","1.78",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-06","0.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-07","2.55",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-08","0.63",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-09","1.21",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-10","4.02",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-11","3.44",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1997-12","2.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-01","3.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-02","2.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-03","1.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-04","2.12",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-05","5.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-06","2.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-07","2.05",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-08","0.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-09","2.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-10","1.40",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-11","5.97",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1998-12","6.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-01","3.42",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-02","4.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-03","2.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-04","0.74",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-05","1.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-06","2.28",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-07","0.23",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-08","1.49",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-09","0.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-10","2.11",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-11","3.57",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1999-12","4.50",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-01","2.21",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-02","3.34",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-03","3.15",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-04","2.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-05","3.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-06","1.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-07","0.17",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-08","0.02",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-09","2.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-10","1.52",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-11","2.01",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2000-12","1.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-01","1.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-02","1.11",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-03","2.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-04","3.59",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-05","1.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-06","1.86",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-07","0.94",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-08","0.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-09","0.49",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-10","3.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-11","3.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2001-12","2.85",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-01","3.63",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-02","1.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-03","3.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-04","1.88",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-05","1.58",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-06","2.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-07","0.40",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-08","1.94",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-09","0.46",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-10","0.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-11","1.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2002-12","3.26",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-01","6.47",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-02","2.88",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-03","5.16",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-04","2.55",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-05","2.33",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-06","0.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-07","0.50",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-08","0.78",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-09","1.10",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-10","1.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-11","2.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2003-12","3.64",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-01","3.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-02","2.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-03","1.45",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-04","1.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-05","4.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-06","0.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-07","0.29",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-08","2.29",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-09","1.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-10","2.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-11","2.14",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2004-12","1.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-01","1.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-02","0.32",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-03","3.52",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-04","2.36",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-05","4.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-06","1.73",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-07","0.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-08","0.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-09","0.44",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-10","2.94",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-11","3.56",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2005-12","3.43",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-01","6.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-02","2.46",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-03","2.26",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-04","2.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-05","1.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-06","2.17",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-07","0.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-08","0.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-09","1.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-10","1.45",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-11","6.68",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2006-12","3.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-01","2.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-02","2.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-03","2.08",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-04","1.66",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-05","1.62",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-06","1.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-07","0.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-08","0.34",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-09","0.90",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-10","2.50",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-11","3.83",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2007-12","5.24",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2008-01","3.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2008-02","1.50",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2008-03","2.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2008-04","1.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2008-05","1.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2008-06","1.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2008-07","0.27",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2008-08","2.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2008-09","0.74",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2008-11","4.85",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2008-12","3.83",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2009-01","3.82",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2009-02","2.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2009-03","4.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2009-04","2.18",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2009-05","2.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2009-07","1.27",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2009-08","1.63",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2009-09","0.26",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2009-10","2.58",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2009-11","1.78",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2009-12","2.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-01","2.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-02","1.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-03","2.11",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-04","3.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-05","2.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-06","3.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-07","0.32",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-08","0.01",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-09","1.97",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-10","3.15",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-11","2.85",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2010-12","3.55",",,,0"
"USC00106152","MOSCOW U OF I, ID US","2011-01","3.83",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2011-02","2.55",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2011-03","4.78",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2011-04","3.37",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2011-05","4.47",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2011-06","1.04",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2011-07","0.60",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2011-08","0.17",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2011-09","0.25",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2011-10","2.51",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2011-11","3.19",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2011-12","2.08",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-01","3.92",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-02","2.55",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-03","7.84",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-04","4.23",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-05","1.27",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-06","2.65",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-07","0.50",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-08","0.00",",T,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-09","0.05",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-10","3.59",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-11","4.57",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2012-12","3.53",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-01","2.09",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-02","1.74",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-03","1.46",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-04","3.46",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-05","1.01",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-06","2.47",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-07","0.07",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-08","0.67",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-09","3.17",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-10","0.55",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-11","3.05",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2013-12","1.93",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-01","2.78",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-02","3.52",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-03","3.56",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-04","2.28",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-05","1.44",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-06","1.31",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-07","0.56",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-08","1.09",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-09","0.61",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-10","1.47",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-11","4.16",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2014-12","4.45",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-01","2.61",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-02","3.01",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-03","3.50",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-04","0.80",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-05","5.03",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-06","0.53",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-07","0.12",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-08","0.09",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-09","0.91",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-10","2.07",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-11","3.27",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2015-12","6.25",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-01","4.52",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-02","2.30",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-03","5.16",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-04","2.64",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-05","1.59",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-06","1.54",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-07","1.00",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-08","0.23",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-09","0.62",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-10","6.18",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-11","2.44",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2016-12","2.73",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-01","2.55",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-02","4.04",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-03","7.19",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-04","3.02",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-05","2.38",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-06","1.60",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-07","0.00",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-08","0.16",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-09","1.09",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-10","3.36",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-11","4.11",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2017-12","4.45",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-01","3.72",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-02","2.84",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-03","2.61",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-04","3.46",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-05","2.31",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-06","1.54",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-07","0.03",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-08","0.76",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-09","0.05",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-10","0.82",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-11","3.70",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2018-12","4.97",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-01","2.37",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-02","3.61",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-03","0.91",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-04","4.64",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-05","2.23",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-06","1.24",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-07","0.10",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-08","0.22",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-09","1.45",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-10","3.12",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-11","0.80",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2019-12","2.59",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2020-01","4.72",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2020-02","3.66",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2020-03","1.74",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2020-04","0.69",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2020-05","5.18",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2020-06","2.69",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2020-07","0.17",",,,7"
